Unnamed: 0.1,Unnamed: 0,asin,reviewerID,reviewText,rank,0,1,2,3,average_rating,price,sentiment_score,sentiment_label
13,13,B00Q7WU7LC,APIS65N4CUGUB,"It wasn't as loud as I thought it would be, and after a while, now it barely makes sound at all.",1,0.098291558,0.001485178,0.019732232,0.012499861,4.405347594,112.2607884,0.183333333,Positive
14,14,B00Q7WU7LC,A121WS7TRPJK37,This was a Christmas gift for my 13 yr old grandson. It was a major hit. He played it all afternoon and was pretty good at it. He likes the techno sound. The only drawback was the cost. It is pretty expensive for a small instrument. It remains to be seen if he will use it over the long term.,1,0.092186016,0.037593153,0.083552198,0.067251259,4.405347594,112.2607884,0.09625,Neutral
15,15,B00Q7WU7LC,A3GUCJENXK4YC0,"My 11 y.o. daughter wanted this for Xmas. She absolutely loves it and it is cute too. But, parents, beware: The sound is so annoying, it may drive you crazy! The sound it produces is truly annoying to me. However, it is very well made and my daughter is thrilled with it.",1,0.097905441,0.026115874,0.07825051,0.06710775,4.405347594,112.2607884,-0.005555556,Neutral
16,16,B00Q7WU7LC,AG5PKGYGO0X6T,It's just as annoying as I predicted. Not perfect because the headphone jack doesn't get all the sound when plugged in. Other than that I love it,1,1,1.89E-307,1.95E-306,1.52E-306,4.405347594,112.2607884,-0.105,Negative
17,17,B00Q7WU7LC,A2GU0MP4U6C2W6,GLORY INCARNATE!,1,0.204439358,0.014678087,0.172932511,0.396450038,4.405347594,112.2607884,0,Neutral
18,18,B00Q7WU7LC,AQ7PS1W130M3A,,1,0.001574159,0.000102821,0.00071516,0.000794801,4.405347594,112.2607884,0,Neutral
19,19,B00Q7WU7LC,AJCS40YNGETKV,"Not worth $85! This is not an instrument but more of a novelty toy. It sounds out of tune. May be a fun unique gift at under $30 Very, very overpriced for what it is!",1,0.098414548,0.00589593,0.648125659,0.049454788,4.405347594,112.2607884,0.2625,Positive
20,20,B00Q7WU7LC,A1DUGTKX9913JT,Pretty hilarious gift for any musician!,1,0.145836478,0.067656043,0.140586769,0.146862885,4.405347594,112.2607884,0.4375,Positive
21,21,B00Q7WU7LC,A2TNXOV87FMZ5E,My daughter loves this and definitely stands out when she brings it to school.,1,2.96E-306,8.24E-307,2.39E-306,2.03E-306,4.405347594,112.2607884,0,Neutral
22,22,B00Q7WU7LC,A1E079MVIIMWOK,"I bought this for a gift and my daughter loves it. It is huge, well made and what a hoot!",1,2.98E-306,8.42E-307,2.43E-306,2.06E-306,4.405347594,112.2607884,0.5,Positive
23,23,B00Q7WU7LC,A1OJROX4UVJRCG,"One day when I had a friend over, I walked out of my room dramatically playing the Imperial March on the Otamatone.

They were shocked, but not as much as I was when I realized they had never heard Darth Vader's theme in their entire life.

But that's beside the point. It doesn't seem like it, but the deluxe version of the Otamatone is more than a toy; it's an actual, professional instrument. It can be difficult sometimes to play the exact note that you want, but you actually can produce specific notes on this. In case you're debating between the regular and the deluxe, having the three different octaves and the volume control are definitely good reasons to buy the deluxe. It's quiet enough to play at night without disturbing anyone, yet it can get fairly loud as well. Truly the most entertaining instrument that I've had the pleasure of playing.

I was also impressed by the fact that I received it in less than 48 hours from the time I purchased it, since the seller I bought it from was only a few cities away from me. I don't know if that's common with every seller, though.",1,0.072155753,0.003128885,0.046809697,0.044167257,4.405347594,112.2607884,0.121604938,Positive
24,24,B00Q7WU7LC,AN0KUG6OGFC2P,"So much fun! Everyone I've shown it to thinks it's hilarious, whether they're musically inclined or not. It's fun to just mess around with and make weird theremin noises, but it also presents a fun challenge to serious musicians who want to test their skills. I've spent so many hours pulling up karaoke videos of popular songs and playing along to them by ear, which is great for ear training practice and application. It's a legitimate musical instrument, and probably the cheapest one you'll ever own.",1,4.52E-306,1,4.66E-306,4.57E-306,4.405347594,112.2607884,0.204761905,Positive
25,25,B00Q7WU7LC,A1NTN4CQA2TOLC,Cool,1,0.084705491,0.005228896,0.048628001,0.10698586,4.405347594,112.2607884,0.35,Positive
26,26,B00Q7WU7LC,A38ONKEGSVIZTH,Best annoying 10/10 instrument ever. Would definitely buy again. Strongly recommend.,1,0.189730846,0.21913708,0.194744798,0.123900227,4.405347594,112.2607884,0.158333333,Positive
27,27,B00Q7WU7LC,ACC2LZYZ4YFC2,It's so annoying. I love it.,1,4.54E-306,8.60E-307,4.35E-306,5.52E-306,4.405347594,112.2607884,-0.15,Negative
28,28,B00Q7WU7LC,AU9YVJW9J071L,it was VERY kool till the volume control went scratchy then no volume change.,1,0.122974206,0.002194401,0.045220226,0.021103609,4.405347594,112.2607884,0.2,Positive
29,29,B00Q7WU7LC,A1XEOAV7FHB7FG,This is lots of fun and my daughter seems to be able to play popular songs on it.,1,0.044941194,0.010894452,0.034937877,0.030594141,4.405347594,112.2607884,0.466666667,Positive
30,30,B00Q7WU7LC,A3ACI3GEDPSX3X,"This item was well loved by many people, both musically inclined and non-inclined. For those worrying about being unable to play it due to poor memory skills/pitch recognition, you can go through and find each note using a simple electronic tuner, and then mark them with regular store sticky dots. I found this was helpful for me as a beginner, as the sliding up and down takes some getting used to.
Besides the fact that it's a functioning instrument, it's adorable, and it was well worth the money I paid for it :)
(Also, shipping only took about a week. Props to HAMEE for getting me this item so quickly, as I was very excited about it!",1,4.49E-306,1,4.84E-306,4.74E-306,4.405347594,112.2607884,0.150810185,Positive
31,31,B00Q7WU7LC,A1CIBFXFY8NRYX,Best decision ever,1,0.20429533,0.015107643,0.180989505,0.383230371,4.405347594,112.2607884,1,Positive
32,32,B00Q7WU7LC,A20A7WAM1CW3NQ,Having so much fun while sounding so bad!  A must buy for everyone who likes goofy instruments.,1,0.145123307,0.141230163,0.152272184,0.167416211,4.405347594,112.2607884,-0.025,Neutral
33,33,B00Q7WU7LC,A3062RHMSY6U42,My daughter was a college freshman music major  when I purchased this and it was her fav gift! She gets it out in her dorm often and they have so much fun with it. Shipping and product quality are fantastic.,1,2.98E-306,8.42E-307,2.42E-306,2.06E-306,4.405347594,112.2607884,0.259375,Positive
34,34,B00Q7WU7LC,A16KIFW34ECWMX,As soon as I took the otamatone out of the box it did not work at all. It would not make a sound at all. And yes I had fresh batteries in it.,1,0.508824483,0.006269856,0.100758328,0.057783756,4.405347594,112.2607884,0.35,Positive
35,35,B00Q7WU7LC,AM72HON7G4EKW,"THIS THING IS MASSIVE HAHAHAHA

I recently got the original edition as a birthday gift, and instantly fell in love with it. It is tiny and adorable and fun to mess around with, but then I saw that theres this beast, and I was just like ""well if I want to be the very best at annoyance with odd instruments, then I gotta have this""

The package took in all four days from ordering it to arrive, and I was surprised by how well packaged it was. There was no way this could be damaged unless it was tossed from the empire state building, and all the objects it could hit in the way down.

And size? Dang this thing is huge. I was actually not expecting it to be this thing, but its the size at which I can wear it like a damn saxophone. A beautifully annoying saxophone that belongs in an episode of Spongebob.
It hits all the notes perfectly, and has a much better volume slider than its younger version, not to mention an aux jack. Now that, that is going to allow for me to be the true demon of Odd Instrumental Annoyance

For the price I've paid, I feel I definitely got my money's worth.",1,1.08E-305,2.78E-307,5.43E-306,2.63E-306,4.405347594,112.2607884,0.169212963,Positive
36,36,B00Q7WU7LC,A5Q1XCQB6LTW2,Doesn't play all 12 notes.,1,6.97E-306,3.85E-307,5.93E-306,1,4.405347594,112.2607884,0,Neutral
37,37,B00Q7WU7LC,A3CD2FLWWNI3T8,Perfect! Got it for my boyfriend and he hasn't stopped trying to figure out how to master this cute instrument!!,1,0.089458687,0.370876754,0.083305242,0.059857354,4.405347594,112.2607884,0.890625,Positive
38,38,B00Q7WU7LC,A1E29ZIMTBRKU3,"One of the coolest and annoying instruments of all time.  If they did t hate me before, my roommates sure do hate me now.",1,0.08043683,0.015464237,0.073152215,0.088129536,4.405347594,112.2607884,-0.475,Negative
39,39,B00Q7WU7LC,A25TMNYMFUXU69,"First few days with the otamatone caused people in our office to strengthen their abs from laughing so hard with the derpy sounds it makes, and my general failure to play it competently. I decided to make a rough guide on the side of Tommy to at least give me a reference what notes I'm playing, and now I'm the resident otamatone player, plus one dude in the office that ended up getting a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Yellow-Otamatone/dp/B003XT7QQQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Yellow Otamatone</a>, and it just causes general mayhem and the occasional virtuoso moment. Overall 5 stars for such a wonderful, hilarious, comedic, devilish, nightmarish, derpish product.

If you are trying to decide between the Deluxe and the ""Classic"" otamatones, if you're serious about being a professional otamatonist, you'd want the deluxe -- easier to play notes, volume control knob, line out, and it's a giant spermy tadpole musical instrument, what else could you ask for?!",1,0.18462876,0.010075926,0.136641287,0.19107902,4.405347594,112.2607884,0.108333333,Positive
40,40,B00Q7WU7LC,A26EQ7907C5XW6,It's awesome. I love it. It has great ranges of pitches and volume.,1,0.084595559,0.015101714,0.091549026,0.162332476,4.405347594,112.2607884,0.766666667,Positive
41,41,B00Q7WU7LC,A3O9YSOVL8A89O,"I love this instrument!!!

It's fully chromatic and actually makes it tricky to find specific intervals, to play accurately actually takes some practice.

Check out NelsonTYC on YouTube for examples of what this instrument can really do!

Never fails to get some laughs and smiles, I highly recommend it for any musician or as a gift!",1,4.50E-306,1,4.78E-306,4.69E-306,4.405347594,112.2607884,0.237760417,Positive
42,42,B00Q7WU7LC,A2VQB3Q40Q14AZ,"Bought this as a gift for my brother and it was a such a hit! It's now sitting proudly on the bar counter in his basement lounge, waiting to charm the next person who asks, ""What is that!?"". The instrument came packaged nicely and is exactly as described in the listing. It plays well on it's own battery power, and sounds especially lovely when plugged into an amplifier. There aren't any frets along the neck like there are with guitars, so the best players are those with somewhat of an ear for music. However, I've heard some fantastic solo's and stirring renditions of love songs by totally tone deaf players, as well. Overall, this instrument is pure fun and really cool and quirky addition to any home.",1,0.172571889,0.233809536,0.166171273,0.108743673,4.405347594,112.2607884,0.375892857,Positive
43,43,B00Q7WU7LC,A3CVX1446OCJ8S,A fun toy,1,0.204643062,0.015661812,0.190330641,0.366185011,4.405347594,112.2607884,0.3,Positive
44,44,B00Q7WU7LC,A2LWJGIT9VMMGH,"I bought this for my young-adult daughter.  She plays several instruments already, and plays something every day.  This was bought as a novelty gift.  She is able to play it remarkably well, and it is a lot of fun for everyone.
The shipping from this seller was super fast, and the communication was excellent.  We are very happy with the otamatone we received.  I only gave it four stars since I believe someone with fewer musical skills may get frustrated with it.  I could be wrong though.  We are really having fun with it, but it is difficult to know exactly where each note is.  It does play all sharps and flats.",1,3.00E-306,8.39E-307,2.43E-306,2.07E-306,4.405347594,112.2607884,0.195833333,Positive
45,45,B00Q7WU7LC,A2CW91C0W3RFFH,This was a gift for my husband for Christmas everyone got a kick out of it! It works great and is fun to use.,1,0.027650167,0.014277871,0.027602106,0.020818247,4.405347594,112.2607884,0.55,Positive
46,46,B00Q7WU7LC,A35KPVWI18V6MZ,"intuitive to use and fun to play!  and its genuinely musical, a real blast.",1,0.152115786,0.093925256,0.161890856,0.191597986,4.405347594,112.2607884,0.191666667,Positive
47,47,B00Q7WU7LC,A2U2X6B6RSXPDQ,Fun instrument for the musical kid that has it all. They will get with their friends and have a ball playing it. Recommend it for the band geek in your life they will love it!!!,1,3.27E-306,1.01E-306,2.68E-306,2.35E-306,4.405347594,112.2607884,0.425520833,Positive
48,48,B00Q7WU7LC,AOPZHATPWUCE1,Bought it for my boyfriend for Christmas and he loves it!,1,0.045610357,0.03564881,0.042163553,0.031635114,4.405347594,112.2607884,0,Neutral
49,49,B00Q7WU7LC,A1OUG2NXGI9VXW,"great toy for kids, is very loud, but good party starter",1,4.52E-306,1,4.47E-306,4.31E-306,4.405347594,112.2607884,0.543333333,Positive
50,50,B00Q7WU7LC,A1VD3CDH1ZRV0F,"As a toy, my daughter likes it very much! As a adult, it makes you smile :)",1,0.08372505,0.02308761,0.067541014,0.057520437,4.405347594,112.2607884,0.3,Positive
51,51,B00Q7WU7LC,APZ04T1B4DY5P,My son loves this thing. It is hilarious.,1,0.060833025,0.022885156,0.053858246,0.043907946,4.405347594,112.2607884,0.5,Positive
52,52,B00Q7WU7LC,A36JWQGYVGCL4F,"Heeeeello, this is Runforthecube. Today we have Otamatone, Otamatone. This is a singing instrument, nice smile. Cute dimple! Its tail swings to and fro. Time to turn it on, turn it loud. Louder! Oh, too loud! Turn it off. Hi, Mid, and Low. *Otamatone Singing*. Me, me, me, me, me, me, me, me. Hee hee, Ow, Ow! Owie! Otamatone has no teeth, only gums! Ahh, a soft bald head, soft bald head. No hairs on my chinny chin. Peace, Peace Out!",1,6.24E-306,4.14E-307,5.13E-306,1,4.405347594,112.2607884,0.2,Positive
53,53,B00Q7WU7LC,AZAUDZLID03GL,"The headphone jack does NOT disconnect the internal speaker, but routes sound through BOTH the headphones and the internal speaker. My son likes to play this instrument at late hours and in the car, but cannot since the speaker still is audible to others. This non-standard use of the headphone jack is not described on the web site and was only discovered after receiving the item",1,0.681582487,0.009009833,0.09324678,0.072170314,4.405347594,112.2607884,0.02,Neutral
54,54,B00Q7WU7LC,A2AVUWRIWNCGWU,"I plugged Otto into a plethora of guitar pedals going into my Mesa TA-15 and I had a LOT of fun. You won't get the wah effect when using the output jack, but you can recreate it with a wah pedal. This is probably the best stupid thing Ive ever bought.",1,0.04894041,0.04037983,0.046562262,0.031209874,4.405347594,112.2607884,0.166666667,Positive
55,55,B00Q7WU7LC,A20X6K6KIJDS6A,"The package arribed fine but the Otamatone was dented right where you play the notes so it's not working properly :(
How can I get a refund???!!! This thing is way too expensive for it to be damaged right out of the box",1,0.08114527,0.002653397,0.057484612,0.026789763,4.405347594,112.2607884,-0.08531746,Neutral
56,56,B00Q7WU7LC,A2GXAPF8WRFJG,"Loved it ever since I got it. Unfortunately broke it by connecting it to a 1.5A instead of a 0.5A, should have gotten the protection plan :(. Be careful with it!",1,1,2.15E-307,4.06E-306,2.09E-306,4.405347594,112.2607884,-0.16875,Negative
57,57,B00Q7WU7LC,A2CX1A0NIBYERT,"I was inspired to get this by Mklachu and Nelsontyc on YouTube and I must say, its SO CUTE and its very big and fun to play! I find this much easier to play with than the normal size Otamatone. Its my favorite toy I have ever had and it was very much well worth the price! I personally treat it like a real instrument and treat it with love and care. Its hilarious to play it around others and they seem to have fun with it as well. It can be difficult to play if you're not already a violinist or a guitarist but it gets easier the more you practice and put loads of time into it. I just ADORE the black color, its absolutely beautiful! The Otamatone Deluxe is truly a masterpiece!",1,4.52E-306,1,4.81E-306,4.79E-306,4.405347594,112.2607884,0.302407407,Positive
58,58,B00Q7WU7LC,A25SWCAL459SFH,"What an annoying sound!  Bought this for my grandson whose dad is a musician and he didn't like it either.  My grandson plays the violin so the fingering he had down right away but this sounds like cats on the fence at midnight, it just screeches.  Perhaps it has a use but that use isn't music.",1,0.095482516,0.040247235,0.086833008,0.069355816,4.405347594,112.2607884,-0.042460317,Neutral
59,59,B00Q7WU7LC,A1NWR680KRC2JM,My fiance told me he'd rather listen to someone mowing the lawn. They hid it from me. They'll never understand.,1,0.304883136,0.003298579,0.053084617,0.028901017,4.405347594,112.2607884,0,Neutral
60,60,B00Q7WU7LC,A1W2U4M9YMCF08,"Funny toy that seems to have no end of the distractions it has given me. All my friends hate it, but at the same time they laugh whenever they hear it. Great instrument to play with at parties, get-togethers, and things places that aren't formal. It has been nicknamed by one of my friends, ""The Screaming Music Note."" All around great item. I highly recommend for users that can tolerate humour!",1,0.144127965,0.049580557,0.14333727,0.161237212,4.405347594,112.2607884,0.221428571,Positive
61,61,B00Q7WU7LC,A2GBWFMZYU5TS,Its good just really hard to play but i like it,1,0.084195099,0.023137543,0.087639039,0.117128949,4.405347594,112.2607884,0.204166667,Positive
62,62,B00Q7WU7LC,A2K4C85T2DZ2V0,"This is so fun to play, though it can be difficult to find the right notes",1,0.141836779,0.149963606,0.151794135,0.173144165,4.405347594,112.2607884,0.028571429,Neutral
63,63,B010MQMAVI,A3H1KOK51II1CD,My son loves this bow.  It's his 3rd Fiddlerman Carbon Fiber bow (2 violins and 1 cello) and he is very pleased.,1,0.105198634,0.041951392,0.094093505,0.075821707,4.5,77.79,0.325,Positive
64,64,B010MQMAVI,A11YP6UXJTJQFH,It came in the time expected and was more beautiful than the photo depicts!  Sounds beautiful.,1,0.193111595,0.013942049,0.185545865,0.317232941,4.5,77.79,0.5625,Positive
65,65,B010MQMAVI,A28CZEYAS2UEFV,"Yes! It sounds great, my performanced has increased a lot (considering I'm only a begginner), but it works as good as my teacher's bow does.",1,0.067821381,0.010660102,0.112558191,0.042491798,4.5,77.79,0.5,Positive
66,66,B010MQMAVI,A22G9J7QULSEDY,Very nice bow for the price..,1,0.063699022,0.00897513,0.119177232,0.039877001,4.5,77.79,0.78,Positive
67,67,B010MQMAVI,A3LSC1V0HWI51V,"Just purchased this carbon fiber bow as a spare, to be used for outdoor events here in South Florida. I was surprised at the quality for the price. It's also going to be a nice upgrade for my students asking about bow rehairing!",1,0.06423573,0.009054559,0.121684025,0.040296512,4.5,77.79,0.425,Positive
68,68,B010MQMAVI,A32CO5M9J083BJ,"This, like all Fiddlerman gear and videos, is absolutely top notch. Glad to see my favorite youtube channel and resource page expanding into cellos so my wife can have some of the fun I've been having for years!",1,0.052373095,0.014484545,0.042467669,0.036377422,4.5,77.79,0.46875,Positive
69,69,B010MQMAVI,A2IL21CQPWD0MS,Best value for the price.,1,0.120933624,0.008587137,0.58035406,0.066804719,4.5,77.79,1,Positive
70,70,B010MQMAVI,A39OTONBLFG41L,Excellent cello bow for a great price.  Thanks!,1,3.31E-306,5.01E-307,5.59E-306,2.06E-306,4.5,77.79,0.683333333,Positive
71,71,B010MQMAVI,A25YBODIQNUHZX,"So far, this cello bow is performing better than expected.  I like the light feel of it.  The only thing that's a potential problem is that the bow hair seems to be thinner than expected, and loose.  Quite a few hairs have come loose and had to be pulled.  It's too soon to give a complete review of the bow.",1,0.725087364,0.003997338,0.065959555,0.036075674,4.5,77.79,0.04965035,Neutral
72,72,B010MQMAVI,A2VYP0HVI6J3IB,Very good quality and fast delivery. Highly recommend... both vendor and product,1,4.57E-306,4.76E-307,1,2.86E-306,4.5,77.79,0.423333333,Positive
73,73,B010MQMAVI,A171Z1S3DZSE96,Great craftsmanship regardless of any price range!,1,4.57E-306,3.95E-307,1,2.70E-306,4.5,77.79,1,Positive
74,74,B010MQMAVI,A2I9VWXQZF4B2R,Excellent replacement bow for the one that came with my cello.  Very light and very responsive!!!,1,3.29E-306,5.05E-307,5.48E-306,2.05E-306,4.5,77.79,0.636875,Positive
75,75,B010MQMAVI,A29QZNNHZ5D7RW,"seems ok for the price,looses some hair ever time you play. I don't expect it to last long.",1,6.52E-306,3.15E-307,1,2.90E-306,4.5,77.79,0.15,Positive
76,76,B010MQMAVI,A32IHPX7E7BKPL,Just beginning to learn the cello as an adult so I have a beginner cello but the original bow seemed flimsy and very cheap.  Upgraded to this bow and what a huge difference!  I still have a TON to learn and skills to develop and having a quality bow will only help..,1,3.26E-306,5.06E-307,5.33E-306,2.03E-306,4.5,77.79,0.299,Positive
77,77,B010MQMAVI,A2TM7LNWLGCT23,"Wonderful customer service,  very helpful and happy to answer questions.  Excellent bow, well worth the money! Very light and well balanced.  This bow feels nice in the hand and has great grip. I have carpal tunnel syndrome and I finally bought this bow and now I can play my cello without pain.  So pleased with this bow,  I would highly recommend it!",1,3.30E-306,5.04E-307,5.53E-306,2.06E-306,4.5,77.79,0.545,Positive
78,78,B010MQMAVI,ALMMBEP6TRPZC,"I was very happy with this bow, but some months ago, after purchasing it, the sows (sorry if the term is incorrect, I speak spanish) got off the bow. My professor said it was normal, that sometimes it could happen. He helped me put it in order again. And then it got off twice. I'm now playing with my older bow, which I had for almost 10 years and it never happened such thing. Anyway, I just need a luthier to put it back again and hopefully it won't happen again.",1,3.31E-306,5.02E-307,5.61E-306,2.07E-306,4.5,77.79,0.116666667,Positive
79,79,B010MQMAVI,A2APBS6LC7BG8S,What a nice bow! Very lightweight and responsive. High quality hair as well and excellent shipping service.,1,0.049510696,0.006989981,0.096864166,0.03123535,4.5,77.79,0.5275,Positive
80,80,B010MQMAVI,A2LUPHBEMQREBX,"I do love this bow. I was very impressed by the quality and at this price point it completely shines.

I've been playing cello for a long time, sheesh 25 years now and I went to a violin shop to try bows. I ended up playing wood and carbon fiber and took a much more expensive carbon fiber bow to play/test. I liked it a lot but I am...er... budgety so I ordered this to be able to compare.

This bow has a darker, more muted sound than my wood bow, for sure. For me that was lovely and perfect, because my cello has a very bright resonance, which i love, and the... i wouldn't even call it damping... the... darker overtones really worked nicely. In all honesty the tone was basically indistinguishable from the fancier (more expensive) carbon fiber bow I played. I even did semi-scientific recording tests to see if anyone could hear any difference at all. No difference in tone.

This bow feels chunkier (slightly heavy) but is by no means ""cheap"" heavy. It just isn't an ultra lightweight bow. I have played ultra light weight bows... I don't really like them. So, again, super subjective stuff here.

Lastly the hair is nice and thick and has a beautiful luscious sound, you get that classic very subtle whoosh sound when you change bow directions. I haven't played with a fully haired bow in a long time so it has been heaven.

Ok actually lastly I play a lot a lot of the time and I semi-often play shows in loud venues. Certainly if you need a backup bow or a gig bow this will more than fit the bill. Having destroyed a couple bows playing in clubs when the monitor volume was too low (my rock gigs, not classical heh ;)  I can say this would hold up quite well (kind of a general statement re: carbon fiber). Oh and lastly this is a composite I believe, hence the extra weight (right?).

Anyways. Good bow. Me like.",1,3.28E-306,5.05E-307,5.43E-306,2.04E-306,4.5,77.79,0.284217687,Positive
81,81,B010MQMAVI,AQ0YXKHOVXQXX,I bought this bow for my son and he loves it.,1,0.096081931,0.037733632,0.085710722,0.069272499,4.5,77.79,0,Neutral
82,82,B010MQMAVI,A1LEX4F8WUKXZ6,"I'm only a novice so my experience with bows is quite limited, however, this bow is great compared to the bow my cheap cello kit came with. I did not expect to be able to notice much difference but even as a beginner this bow just feels nicer, the hairs are tighter and smoother, it grips the strings better, even feels better in my hand. I was hesitant to purchase a bow on line because all the advice seems to be, you need to feel out several to pick the best for your instrument. I've only been playing for a year, my instrument is just this side of shoddy and I'm not sure if I can muster the discipline to keep playing, nor will I probably ever have enough money for a legitimate cello even if I do keep improving, so for me, this was just right- obviously better than what I had (and better than I expected) without breaking the bank.",1,3.26E-306,5.05E-307,5.31E-306,2.03E-306,4.5,77.79,0.248015873,Positive
83,83,B010MQMAVI,A1BGZ3WHT0KMXO,"Definitely a beginner level bow, titled as carbon fiber but is actually carbon fiber composite (read the product description carefully). Had to return it because it had cheap quality and thin bow hair. If you plan to play cello for quite some time, I recommend investing in a hybrid or carbon fiber bow that's at least in the 200~300 range.

Perhaps the best bow you can get for under $100, but you get what you pay for.",1,3.29E-306,5.03E-307,5.50E-306,2.05E-306,4.5,77.79,0.085714286,Neutral
84,84,B010MQMAVI,A25E2WOQG2K8B5,Im Absolutely in love with this amazing bow! Exactly as described!,1,0.08634139,0.013888889,0.090728005,0.138424491,4.5,77.79,0.520833333,Positive
85,85,B010MQMAVI,A1L2PKR91LOWLZ,My daughter loves it.,1,0.077703189,0.021103862,0.062361534,0.053207097,4.5,77.79,0,Neutral
86,86,B010MQMAVI,A15082TGBI2VFW,"This is a stellar bow. I am a beginner Cellist, but life-long musician. I am very impressed with the quality/",1,0.067237506,0.010367712,0.112822408,0.042058732,4.5,77.79,0.625,Positive
87,87,B010MQMAVI,AJTV7VODO7O4R,This is a beautiful bow. Obvious craftsmanship.,1,0.061248516,0.008940065,0.111295144,0.038446238,4.5,77.79,0.425,Positive
